Sensor 0,Sensor 1,Sensor 2,Sensor 3,Time
3,418,1,-6,0.045249939
2,401,0,-6,0.046247482
3,376,-1,-6,0.047245264
3,336,-1,-6,0.048242331
3,279,1,-6,0.049240351
2,188,-1,-5,0.051261663
2,86,-1,-6,0.052231312
2,25,0,-5,0.053229332
1,10,-1,-4,0.054225922
1,6,-1,-3,0.003850937
1,9,-1,-4,0.004847527
1,17,-1,-4,0.00684166
3,33,-1,-5,0.007869482
4,62,0,-5,0.009836674
3,98,-1,-6,0.016681433
3,132,0,-5,0.0177145
3,167,-1,-6,0.019679785
4,199,-1,-6,0.020707369
3,229,0,-6,0.021703005
3,257,0,-7,0.022698879
3,283,0,-6,0.023665667
3,309,0,-6,0.024690151
4,334,-1,-6,0.024690151
4,360,-1,-6,0.026658535
3,383,0,-6,0.026658535
3,406,0,-6,0.027656555
4,424,0,-5,0.028679132
4,440,0,-6,0.029650688
4,452,-1,-6,0.029650688
3,460,0,-6,0.030674458
3,465,0,-6,0.031663895
3,471,0,-7,0.032669067
3,480,0,-6,0.032669067
3,490,0,-6,0.033667088
4,498,0,-6,0.034662008
3,505,-1,-6,0.034662008
3,511,-1,-5,0.036657572
4,517,-1,-6,0.037629604
3,523,-1,-6,0.037629604
3,529,-1,-5,0.038651705
3,536,0,-6,0.039653301
3,540,-1,-6,0.039653301
2,544,-1,-6,0.040621281
3,549,-1,-6,0.041643858
3,552,-1,-6,0.042616129
3,553,0,-6,0.042616129
3,554,-1,-6,0.043616533
3,554,-1,-5,0.044634342
3,554,0,-7,0.044634342
3,554,-1,-6,0.047604322
3,553,-1,-6,0.048614979
3,551,-1,-6,0.048614979
3,546,-1,-6,0.05019784
3,539,-1,-5,0.050903559
3,526,-1,-5,0.050903559
3,505,0,-5,0.052351475
3,470,-1,-6,0.052351475
4,410,-1,-5,0.053351402
4,329,-1,-6,0.054503918
4,215,-1,-5,0.054503918
3,112,0,-5,0.055503845
3,48,0,-5,0.057498455
2,6,-1,-5,0.057498455
0,6,-1,-3,0.004574776
1,8,0,-4,0.005606174
1,13,-1,-4,0.006570816
2,26,0,-5,0.008597612
3,50,0,-6,0.009604454
2,83,0,-6,0.012588024
2,114,1,-6,0.014591455
2,146,0,-6,0.015626192
3,179,0,-7,0.01662302
2,211,1,-7,0.017619848
3,239,0,-7,0.018586397
2,265,0,-6,0.01961565
2,288,0,-7,0.020590544
2,309,0,-7,0.020590544
2,328,0,-6,0.022606134
3,345,0,-6,0.022606134
2,360,0,-7,0.023589373
3,375,0,-7,0.024570704
2,390,0,-8,0.025598288
2,404,1,-7,0.026563644
2,420,0,-6,0.026563644
2,434,0,-6,0.02759099
3,448,0,-7,0.02865696
2,461,0,-6,0.029339075
2,471,1,-6,0.029339075
2,481,0,-7,0.030339241
2,489,0,-7,0.031337023
3,496,1,-6,0.032363415
2,503,1,-7,0.032363415
2,509,1,-6,0.033330441
3,513,0,-7,0.034553528
2,518,1,-6,0.034553528
2,523,1,-7,0.035553455
